Returned,product_brand,sales_district,profit_margin,product_weight,product_cost,store_age,product_retail_price,yearly_income
1,Tri-State,Los Angeles,1.2,7.61,0.76,5842,1.96,$50K - $70K
0,PigTail,Los Angeles,0.9099999999999999,9.84,0.75,5842,1.66,$50K - $70K
0,Other,Los Angeles,1.7600000000000002,9.56,1.44,5842,3.2,$50K - $70K
0,Other,Los Angeles,0.7699999999999999,13.3,0.61,5842,1.38,$50K - $70K
0,Best Choice,Los Angeles,1.1400000000000001,10.8,0.67,5842,1.81,$50K - $70K
0,PigTail,Los Angeles,0.42000000000000004,9.94,0.39,5842,0.81,$50K - $70K
0,Landslide,Los Angeles,0.84,16.5,0.39,5842,1.23,$50K - $70K
1,Landslide,Los Angeles,0.8400000000000001,21.9,0.49,5842,1.33,$110K - $130K
1,Landslide,Los Angeles,0.8400000000000001,21.9,0.49,5842,1.33,$110K - $130K
1,Hermanos,Los Angeles,1.21,8.22,0.59,5842,1.8,$110K - $130K
1,Hermanos,Los Angeles,1.21,8.22,0.59,5842,1.8,$110K - $130K
1,Fast,Los Angeles,2.06,16.1,0.89,5842,2.95,$110K - $130K
0,BBB Best,Los Angeles,0.5,8.09,0.23,5842,0.73,$110K - $130K
0,Carrington,Los Angeles,1.77,12.5,1.13,5842,2.9,$110K - $130K
0,High Quality,Los Angeles,1.6600000000000001,20.7,1.15,5842,2.81,$70K - $90K
0,Big Time,Los Angeles,1.5200000000000002,14.2,1.2,5842,2.72,$70K - $90K
0,Other,Los Angeles,1.2200000000000002,13.2,0.58,5842,1.8,$70K - $90K
1,Hermanos,Los Angeles,0.56,17.5,0.31,5842,0.87,$70K - $90K
0,Tell Tale,Los Angeles,1.1199999999999999,9.02,0.81,5842,1.93,$70K - $90K
0,High Quality,Los Angeles,2.11,21.6,1.4,5842,3.51,$70K - $90K
0,Bravo,Los Angeles,1.44,19.8,0.68,5842,2.12,$130K - $150K
0,Just Right,Los Angeles,0.32,12.3,0.29,5842,0.61,$130K - $150K
0,Fort West,Los Angeles,1.15,11,0.98,5842,2.13,$50K - $70K
0,Club,Los Angeles,1.0899999999999999,6.31,0.79,5842,1.88,$50K - $70K
0,Ebony,Los Angeles,1.4900000000000002,8.11,0.96,5842,2.45,$30K - $50K
0,Horatio,Los Angeles,1.5299999999999998,12.6,1.1,5842,2.63,$30K - $50K
0,Faux Products,Los Angeles,1.66,19.1,0.74,5842,2.4,$30K - $50K
1,Other,Los Angeles,1.52,19,1.15,5842,2.67,$30K - $50K
1,Other,Los Angeles,0.66,18.1,0.61,5842,1.27,$30K - $50K
1,Imagine,Los Angeles,1.0300000000000002,16.7,0.84,5842,1.87,$130K - $150K
1,Ebony,Los Angeles,1.1099999999999999,17.2,0.57,5842,1.68,$130K - $150K
0,Ebony,Los Angeles,0.8700000000000001,8.79,0.71,5842,1.58,$130K - $150K
0,Plato,Los Angeles,1.08,19.3,0.6,5842,1.68,$130K - $150K
0,Tri-State,Los Angeles,1.07,8.69,0.69,5842,1.76,$130K - $150K
1,Token,Los Angeles,0.8799999999999999,16.4,0.52,5842,1.4,$130K - $150K
0,PigTail,Los Angeles,0.37,13.9,0.21,5842,0.58,$50K - $70K
0,Carrington,Los Angeles,1.3299999999999998,9.4,1.09,5842,2.42,$50K - $70K
0,CDR,Los Angeles,1.67,16.7,1.06,5842,2.73,$50K - $70K
1,Hermanos,Los Angeles,0.9299999999999999,15.2,0.8,5842,1.73,$50K - $70K
0,High Top,Los Angeles,1.08,9.78,0.58,5842,1.66,$50K - $70K
0,Imagine,Los Angeles,1.5599999999999998,14.8,0.7,5842,2.26,$50K - $70K
0,Horatio,Los Angeles,0.9199999999999999,17.1,0.79,5842,1.71,$50K - $70K
0,Bird Call,Los Angeles,1.03,12.8,0.71,5842,1.74,$30K - $50K
0,Tell Tale,Los Angeles,0.87,13.8,0.87,5842,1.74,$30K - $50K
0,High Top,Los Angeles,0.5800000000000001,16.1,0.35,5842,0.93,$30K - $50K
0,Ebony,Los Angeles,1.3599999999999999,7.96,0.83,5842,2.19,$30K - $50K
0,Tell Tale,Los Angeles,1.4899999999999998,20.4,1.04,5842,2.53,$30K - $50K
0,Nationeel,Los Angeles,1.7299999999999998,9.31,0.78,5842,2.51,$50K - $70K
1,Horatio,Los Angeles,1.1800000000000002,7.04,1.13,5842,2.31,$50K - $70K
0,Carrington,Los Angeles,0.47000000000000003,6.87,0.45,5842,0.92,$50K - $70K
1,Plato,Los Angeles,0.38999999999999996,20.9,0.34,5842,0.73,$50K - $70K
0,Blue Label,Los Angeles,0.8500000000000001,9.48,0.7,5842,1.55,$50K - $70K
0,Fast,Los Angeles,1.93,12.6,1.45,5842,3.38,$50K - $70K
0,Even Better,Los Angeles,1.45,18.6,1.14,5842,2.59,$30K - $50K
0,Consolidated,Los Angeles,1.29,7.12,0.56,5842,1.85,$30K - $50K
1,Fort West,Los Angeles,0.53,13.8,0.42,5842,0.95,$30K - $50K
1,Ebony,Los Angeles,1.87,14.6,0.84,5842,2.71,$30K - $50K
0,BBB Best,Los Angeles,0.32,7.72,0.31,5842,0.63,$30K - $50K
0,Tell Tale,Los Angeles,0.8699999999999999,18.1,0.8,5842,1.67,$30K - $50K
0,Token,Los Angeles,0.99,7.64,0.71,5842,1.7,$30K - $50K
0,Best Choice,Los Angeles,1.12,8.17,0.85,5842,1.97,$30K - $50K
1,Other,Los Angeles,0.5700000000000001,13.6,0.36,5842,0.93,$30K - $50K
0,Other,Los Angeles,0.52,10.9,0.38,5842,0.9,$30K - $50K
0,Nationeel,Los Angeles,1.3099999999999998,17,1.03,5842,2.34,$30K - $50K
0,Imagine,Los Angeles,0.8999999999999999,8.41,0.73,5842,1.63,$30K - $50K
0,Tell Tale,Los Angeles,2.0199999999999996,17.1,1.8,5842,3.82,$10K - $30K
0,Just Right,Los Angeles,0.52,6.89,0.27,5842,0.79,$10K - $30K
1,Consolidated,Los Angeles,0.58,14.7,0.27,5842,0.85,$10K - $30K
1,Other,Los Angeles,1.86,17.4,1.41,5842,3.27,$10K - $30K
0,Other,Los Angeles,1.8,19.8,1.41,5842,3.21,$10K - $30K
0,Carrington,Los Angeles,1.23,11.5,0.58,5842,1.81,$10K - $30K
0,Fast,Los Angeles,0.42000000000000004,15,0.38,5842,0.8,$10K - $30K
1,Steady,Los Angeles,1.1600000000000001,21.1,1.08,5842,2.24,$10K - $30K
0,Other,Los Angeles,1.2,8.39,0.95,5842,2.15,$10K - $30K
0,Booker,Los Angeles,0.51,8.42,0.43,5842,0.94,$10K - $30K
0,Skinner,Los Angeles,1.22,7.87,0.72,5842,1.94,$50K - $70K
0,Hermanos,Los Angeles,1.3800000000000001,15,1.18,5842,2.56,$50K - $70K
0,Faux Products,Los Angeles,1.2499999999999998,20.1,1.03,5842,2.28,$50K - $70K
0,BBB Best,San Francisco,1,12.2,0.59,14283,1.59,$10K - $30K
0,Cormorant,San Francisco,1.17,18.1,0.53,14283,1.7,$10K - $30K
0,Hermanos,San Francisco,1.4700000000000002,17.2,1.25,14283,2.72,$30K - $50K
0,Cormorant,San Francisco,1.4099999999999997,9.63,0.87,14283,2.28,$30K - $50K
0,Horatio,San Francisco,1.18,7.57,0.55,14283,1.73,$30K - $50K
0,Tri-State,San Francisco,1.63,13.6,1,14283,2.63,$30K - $50K
0,Red Spade,San Francisco,1,18.1,0.69,14283,1.69,$30K - $50K
0,High Top,San Francisco,1.18,18.7,1.05,14283,2.23,$30K - $50K
0,Best Choice,San Francisco,1.1199999999999999,6.6,0.99,14283,2.11,$30K - $50K
0,Plato,San Francisco,1.5499999999999998,18.3,0.77,14283,2.32,$30K - $50K
0,High Top,San Francisco,1.29,17.3,0.58,14283,1.87,$30K - $50K
0,Carrington,San Francisco,1.9100000000000001,10.2,1.77,14283,3.68,$30K - $50K
0,Fort West,San Francisco,0.71,12.2,0.55,14283,1.26,$30K - $50K
0,Best Choice,San Francisco,0.45999999999999996,7.13,0.4,14283,0.86,$30K - $50K
0,Golden,San Francisco,1.52,14.6,1.29,14283,2.81,$30K - $50K
0,Just Right,San Francisco,1.37,8.02,1.12,14283,2.49,$30K - $50K
0,PigTail,San Francisco,0.92,12.5,0.59,14283,1.51,$30K - $50K
0,Steady,San Francisco,0.35000000000000003,19.2,0.32,14283,0.67,$30K - $50K
0,Red Wing,Portland,1.8699999999999999,13.7,0.8,7412,2.67,$10K - $30K
0,CDR,Portland,1.67,16.7,1.06,7412,2.73,$10K - $30K
0,Even Better,Portland,0.55,15.7,0.24,7412,0.79,$10K - $30K
0,Bird Call,Portland,0.9999999999999999,20.9,0.88,7412,1.88,$10K - $30K
1,BBB Best,Portland,1.0699999999999998,9.38,0.58,7412,1.65,$30K - $50K
0,Pleasant,Portland,0.45999999999999996,9.71,0.26,7412,0.72,$30K - $50K
1,Hermanos,Portland,2.32,6.79,1.62,7412,3.94,$70K - $90K
1,Faux Products,Portland,1.2499999999999998,20.1,1.03,7412,2.28,$70K - $90K
0,Denny,Portland,1.62,13.8,1.23,7412,2.85,$70K - $90K
0,Red Wing,Portland,2.2800000000000002,16.5,1.18,7412,3.46,$70K - $90K
1,Other,Portland,1.17,12.7,0.53,7412,1.7,$70K - $90K
0,Other,Portland,1.4600000000000002,10.3,1.41,7412,2.87,$150K +
0,Big Time,Portland,0.5,10.2,0.37,7412,0.87,$150K +
0,Pleasant,Portland,0.7100000000000001,20.5,0.59,7412,1.3,$150K +
0,Token,Portland,0.42,20.6,0.41,7412,0.83,$150K +
0,Other,Portland,1.58,7.79,1.58,7412,3.16,$150K +
0,Blue Label,Portland,0.51,16.5,0.37,7412,0.88,$150K +
0,Plato,Portland,2.0300000000000002,6.42,0.95,7412,2.98,$150K +
0,Red Spade,Portland,1.8199999999999998,11.9,1.62,7412,3.44,$30K - $50K
1,Just Right,Portland,0.97,7.43,0.79,7412,1.76,$70K - $90K
1,Just Right,Portland,0.97,7.43,0.79,7412,1.76,$70K - $90K
0,Moms,Portland,1.38,16.9,0.85,7412,2.23,$70K - $90K
0,Other,Portland,0.41,18.6,0.29,7412,0.7,$70K - $90K
0,High Top,Portland,0.94,19.2,0.73,7412,1.67,$90K - $110K
0,Super,Portland,2.43,18.7,1.19,7412,3.62,$90K - $110K
0,Other,Portland,0.8600000000000001,13,0.44,7412,1.3,$90K - $110K
0,Denny,Portland,1.43,9.39,1.03,7412,2.46,$90K - $110K
1,Other,Portland,1.72,14.5,1.01,7412,2.73,$90K - $110K
0,High Top,Portland,0.43,8.85,0.2,7412,0.63,$90K - $110K
0,Consolidated,Portland,1.29,15.5,0.66,7412,1.95,$10K - $30K
1,Hermanos,Portland,1.21,8.22,0.59,7412,1.8,$10K - $30K
1,Fast,Portland,1.29,17.7,0.9,7412,2.19,$10K - $30K
0,Pleasant,Portland,0.45999999999999996,9.71,0.26,7412,0.72,$10K - $30K
0,BBB Best,Portland,1.7999999999999998,15.2,0.77,7412,2.57,$30K - $50K
0,BBB Best,Portland,2.0999999999999996,10.2,1.28,7412,3.38,$30K - $50K
1,Other,Portland,1.5699999999999998,8.2,1.33,7412,2.9,$30K - $50K
0,Plato,Portland,1,14.8,0.47,7412,1.47,$10K - $30K
0,Cutting Edge,Portland,0.45999999999999996,19.6,0.26,7412,0.72,$10K - $30K
1,PigTail,Portland,0.42000000000000004,9.94,0.39,7412,0.81,$70K - $90K
1,PigTail,Portland,0.42000000000000004,9.94,0.39,7412,0.81,$70K - $90K
0,PigTail,Portland,0.9199999999999999,6.06,0.76,7412,1.68,$70K - $90K
0,Bravo,Portland,0.8699999999999999,10.7,0.8,7412,1.67,$90K - $110K
1,High Quality,Portland,0.9500000000000001,20.8,0.59,7412,1.54,$30K - $50K
0,Blue Label,Portland,0.51,16.5,0.37,7412,0.88,$30K - $50K
1,Red Wing,Portland,0.7100000000000001,8.03,0.58,7412,1.29,$30K - $50K
1,Red Wing,Portland,0.7100000000000001,8.03,0.58,7412,1.29,$30K - $50K
1,Red Wing,Portland,0.7100000000000001,8.03,0.58,7412,1.29,$30K - $50K
0,Tri-State,Portland,2.1500000000000004,19.9,1.43,7412,3.58,$30K - $50K
0,Big Time,Portland,1.07,13.6,0.48,7412,1.55,$10K - $30K
0,Lake,Portland,0.78,12.3,0.75,7412,1.53,$10K - $30K
0,Tell Tale,Portland,1.23,20.9,0.67,7412,1.9,$50K - $70K
0,Other,Portland,0.48,15.7,0.35,7412,0.83,$50K - $70K
0,Other,Portland,1.0999999999999999,8.49,0.56,7412,1.66,$50K - $70K
0,Tell Tale,Portland,1.19,20.3,0.58,7412,1.77,$50K - $70K
0,Token,Portland,0.3400000000000001,10,0.21,7412,0.55,$50K - $70K
0,Skinner,Portland,0.8200000000000001,20.7,0.42,7412,1.24,$90K - $110K
1,Hermanos,Portland,1.21,8.22,0.59,7412,1.8,$90K - $110K
0,Lake,Portland,1.03,14.4,0.75,7412,1.78,$90K - $110K
1,Golden,Portland,1.01,19.9,0.8,7412,1.81,$90K - $110K
0,Landslide,Portland,0.8400000000000001,21.9,0.49,7412,1.33,$90K - $110K
1,Imagine,Portland,1.01,16.6,0.94,7412,1.95,$50K - $70K
0,Imagine,Portland,0.76,15.3,0.43,7412,1.19,$50K - $70K
0,Other,Portland,0.6599999999999999,13.5,0.32,7412,0.98,$50K - $70K
0,Other,Portland,0.8700000000000001,16,0.74,7412,1.61,$50K - $70K
0,Just Right,Portland,1.3399999999999999,7.65,0.89,7412,2.23,$50K - $70K
0,Imagine,Portland,1.9500000000000002,20.2,0.88,7412,2.83,$50K - $70K
0,Fort West,Portland,0.79,18,0.76,7412,1.55,$50K - $70K
0,High Top,Portland,2.24,18.7,1.5,7412,3.74,$30K - $50K
0,Carlson,Portland,2.2700000000000005,11.6,1.22,7412,3.49,$30K - $50K
1,Best Choice,Portland,1.7599999999999998,13.4,0.83,7412,2.59,$30K - $50K
0,Landslide,Portland,1.4300000000000002,18.9,0.88,7412,2.31,$30K - $50K
0,Tri-State,Portland,0.31000000000000005,19.2,0.24,7412,0.55,$30K - $50K
0,Plato,Portland,1.89,16.5,1.43,7412,3.32,$30K - $50K
0,Lake,Portland,2,19.4,1.92,7412,3.92,$50K - $70K
1,Big Time,Portland,0.86,6.98,0.39,7412,1.25,$10K - $30K
0,Faux Products,Portland,0.49000000000000005,20.6,0.43,7412,0.92,$10K - $30K
1,Sunset,Portland,1.51,15.1,1.14,7412,2.65,$10K - $30K
0,Other,Portland,0.36000000000000004,11.6,0.2,7412,0.56,$10K - $30K
0,Other,Portland,0.36000000000000004,17.9,0.3,7412,0.66,$10K - $30K
1,Club,Portland,1.0899999999999999,6.31,0.79,7412,1.88,$10K - $30K
0,Nationeel,Portland,1.4400000000000002,11.7,0.78,7412,2.22,$30K - $50K
0,Tri-State,Portland,1.48,10.5,1.08,7412,2.56,$30K - $50K
0,Hermanos,Portland,1.4700000000000002,17.2,1.25,7412,2.72,$30K - $50K
0,Pleasant,Portland,2.01,6.41,0.95,7412,2.96,$30K - $50K
0,Big Time,Portland,0.43999999999999995,13.9,0.26,7412,0.7,$70K - $90K
1,Tell Tale,Portland,0.34,21,0.34,7412,0.68,$70K - $90K
0,Landslide,Portland,0.4099999999999999,7.27,0.17,7412,0.58,$70K - $90K
0,Better,Portland,1.3699999999999999,17.6,0.74,7412,2.11,$70K - $90K
1,High Quality,Portland,1.6600000000000001,20.7,1.15,7412,2.81,$70K - $90K
0,CDR,Portland,0.78,17.9,0.74,7412,1.52,$70K - $90K
0,Other,Portland,0.94,9.05,0.77,7412,1.71,$70K - $90K
0,Other,Portland,0.74,17,0.43,7412,1.17,$30K - $50K
0,Hilltop,Portland,1.4399999999999997,17.2,1.32,7412,2.76,$30K - $50K
0,Excellent,Portland,1.5100000000000002,17.8,0.96,7412,2.47,$30K - $50K
1,Cormorant,Portland,1.17,18.1,0.53,7412,1.7,$30K - $50K
1,Cormorant,Portland,1.17,18.1,0.53,7412,1.7,$30K - $50K
1,Sunset,Portland,1.5099999999999998,15.7,0.93,7412,2.44,$30K - $50K
1,Sunset,Portland,1.5099999999999998,15.7,0.93,7412,2.44,$30K - $50K
1,High Top,Portland,1.7499999999999998,21.6,1.07,7412,2.82,$30K - $50K
1,High Top,Portland,1.7499999999999998,21.6,1.07,7412,2.82,$30K - $50K
1,Other,Portland,1.12,7.43,0.85,7412,1.97,$30K - $50K
0,Big Time,Portland,1.7,6.35,1.51,7412,3.21,$30K - $50K
0,Denny,Portland,1.04,21.1,0.54,7412,1.58,$30K - $50K
0,Other,Portland,1.78,6.04,1.64,7412,3.42,$30K - $50K
0,Hilltop,Portland,1.03,13.1,0.46,7412,1.49,$30K - $50K
0,Other,Portland,0.36000000000000004,11.6,0.2,7412,0.56,$10K - $30K
1,BBB Best,Portland,1.5799999999999998,6.49,1.2,7412,2.78,$10K - $30K
0,Red Wing,Portland,1.8699999999999999,19.4,1.01,7412,2.88,$10K - $30K
1,Cormorant,Portland,1.02,8.73,0.81,7412,1.83,$10K - $30K
0,Big Time,Portland,1.5,20.6,0.77,7412,2.27,$70K - $90K
1,Steady,Portland,1.04,19.9,0.93,7412,1.97,$70K - $90K
0,Moms,Portland,1.5900000000000003,17.7,0.82,7412,2.41,$70K - $90K
0,Horatio,Portland,1.02,9.16,0.8,7412,1.82,$30K - $50K
0,Landslide,Portland,1.2200000000000002,21.1,0.6,7412,1.82,$30K - $50K
0,Other,Portland,1.4600000000000002,9.71,0.78,7412,2.24,$30K - $50K
0,Other,Portland,2.1799999999999997,8.44,0.93,7412,3.11,$30K - $50K
1,Landslide,Portland,1.4,19.3,1.4,7412,2.8,$30K - $50K
1,Excellent,Portland,2.1799999999999997,16.4,1.08,7412,3.26,$30K - $50K
1,Excellent,Portland,2.1799999999999997,16.4,1.08,7412,3.26,$30K - $50K
0,Imagine,Portland,1.5599999999999998,14.8,0.7,7412,2.26,$90K - $110K
0,Consolidated,Portland,1.29,15.5,0.66,7412,1.95,$90K - $110K
0,Tell Tale,Portland,2.11,8.48,1.52,7412,3.63,$50K - $70K
0,Super,Portland,2.21,13.7,1.24,7412,3.45,$50K - $70K
0,Tell Tale,Portland,1.3299999999999998,11.9,1.22,7412,2.55,$10K - $30K
0,Other,Portland,1.19,10.1,0.53,7412,1.72,$10K - $30K
0,High Quality,Portland,2.42,11.5,1.14,7412,3.56,$10K - $30K
0,Horatio,Portland,1.4500000000000002,19.6,0.82,7412,2.27,$10K - $30K
0,BBB Best,Portland,1.8400000000000003,21.2,0.86,7412,2.7,$10K - $30K
1,Ebony,Portland,0.9,18.7,0.83,7412,1.73,$90K - $110K
1,Blue Label,Portland,1.9699999999999998,8.86,0.89,7412,2.86,$90K - $110K
0,Plato,Portland,0.31000000000000005,16.7,0.25,7412,0.56,$90K - $110K
0,Horatio,Portland,1.71,20.4,1.65,7412,3.36,$90K - $110K
0,Plato,Portland,1.08,19.3,0.6,7412,1.68,$30K - $50K
0,Super,Portland,1.12,7.64,0.69,7412,1.81,$30K - $50K
0,Nationeel,Portland,2.08,14.4,1.5,7412,3.58,$30K - $50K
1,Cutting Edge,Portland,0.77,8.47,0.56,7412,1.33,$30K - $50K
1,Cutting Edge,Portland,0.77,8.47,0.56,7412,1.33,$30K - $50K
1,BBB Best,Portland,0.93,17,0.68,7412,1.61,$50K - $70K
1,Red Wing,Portland,1.34,15.6,0.78,7412,2.12,$50K - $70K
1,Red Wing,Portland,1.34,15.6,0.78,7412,2.12,$50K - $70K
1,Fort West,Portland,1.6700000000000002,16.3,1.03,7412,2.7,$50K - $70K
0,CDR,Portland,1.2899999999999998,16.1,1.09,7412,2.38,$50K - $70K
0,Landslide,Portland,1.5099999999999998,21.2,0.85,7412,2.36,$50K - $70K
0,Tri-State,Portland,1.8599999999999999,13.1,0.83,7412,2.69,$130K - $150K
0,Best Choice,Portland,1.03,9.9,0.46,7412,1.49,$130K - $150K
1,Even Better,Portland,1.8399999999999999,12.3,1.04,7412,2.88,$130K - $150K
0,PigTail,Portland,0.8300000000000001,10.2,0.44,7412,1.27,$30K - $50K
0,Other,Portland,0.7699999999999999,17.9,0.63,7412,1.4,$30K - $50K
0,Just Right,Portland,1.9900000000000002,10.1,0.86,7412,2.85,$30K - $50K
1,Carlson,Portland,2.0600000000000005,10.8,1.91,7412,3.97,$30K - $50K
0,Fort West,Yakima,1.4900000000000002,21.8,0.92,7110,2.41,$30K - $50K
0,Sunset,Yakima,1.64,9.92,1.01,7110,2.65,$30K - $50K
0,Nationeel,Yakima,1.3900000000000001,9.63,1.4,7110,2.79,$30K - $50K
0,Best Choice,Yakima,1.38,20.7,1.33,7110,2.71,$30K - $50K
0,Horatio,Yakima,1.02,18.6,0.77,7110,1.79,$30K - $50K
0,Other,Yakima,0.44000000000000006,10.6,0.23,7110,0.67,$30K - $50K
0,Other,Yakima,0.8700000000000001,16,0.74,7110,1.61,$30K - $50K
0,Skinner,Yakima,2.1100000000000003,11.4,1.47,7110,3.58,$30K - $50K
0,Other,Yakima,0.39,16.2,0.26,7110,0.65,$30K - $50K
0,Pleasant,Yakima,1.5499999999999998,20.2,1.27,7110,2.82,$10K - $30K
0,Plato,Yakima,1.2,6.78,0.99,7110,2.19,$10K - $30K
0,Hilltop,Yakima,0.36,12.9,0.37,7110,0.73,$10K - $30K
0,BBB Best,Yakima,1.0699999999999998,9.38,0.58,7110,1.65,$10K - $30K
0,Imagine,Yakima,1.42,15,0.9,7110,2.32,$10K - $30K
0,BBB Best,Yakima,1.7099999999999997,7.54,1.09,7110,2.8,$10K - $30K
0,Consolidated,Yakima,0.56,8.57,0.29,7110,0.85,$130K - $150K
0,Pleasant,Yakima,0.7100000000000001,20.5,0.59,7110,1.3,$130K - $150K
0,Nationeel,Yakima,0.72,7.31,0.7,7110,1.42,$130K - $150K
0,Just Right,Yakima,0.65,9.48,0.63,7110,1.28,$130K - $150K
0,High Top,Yakima,1.18,18.7,1.05,7110,2.23,$130K - $150K
0,Sunset,Yakima,1,13.2,0.75,7110,1.75,$130K - $150K
0,High Quality,Yakima,2.42,11.5,1.14,7110,3.56,$50K - $70K
0,PigTail,Yakima,0.48,20,0.23,7110,0.71,$50K - $70K
0,Other,Yakima,1.1500000000000001,19.7,0.95,7110,2.1,$50K - $70K
1,Consolidated,Yakima,1.6800000000000002,11.7,0.79,7110,2.47,$50K - $70K
1,Fast,Yakima,2.4800000000000004,21.7,1.39,7110,3.87,$50K - $70K
0,Moms,Yakima,0.8900000000000001,10.2,0.73,7110,1.62,$90K - $110K
0,Other,Yakima,1.85,10.3,1.29,7110,3.14,$90K - $110K
0,Super,Yakima,2.43,18.7,1.19,7110,3.62,$90K - $110K
0,Other,Yakima,1.9900000000000002,7.07,1.92,7110,3.91,$90K - $110K
0,Sunset,Yakima,0.56,17.2,0.33,7110,0.89,$50K - $70K
0,Tell Tale,Yakima,1.35,16.4,1.06,7110,2.41,$50K - $70K
0,Faux Products,Yakima,1.2499999999999998,20.1,1.03,7110,2.28,$50K - $70K
0,Big Time,Yakima,0.7499999999999999,9.16,0.38,7110,1.13,$50K - $70K
0,Tri-State,Yakima,0.53,17.9,0.25,7110,0.78,$50K - $70K
0,Fort West,Yakima,0.37,19.9,0.23,7110,0.6,$30K - $50K
1,Gorilla,Yakima,2.0999999999999996,13.3,1.24,7110,3.34,$30K - $50K
1,Carrington,Yakima,1.23,11.5,0.58,7110,1.81,$30K - $50K
0,High Top,Yakima,1.2199999999999998,10.9,0.89,7110,2.11,$30K - $50K
0,Other,Yakima,1.64,16.4,1.01,7110,2.65,$30K - $50K
0,Hilltop,Yakima,0.36,12.9,0.37,7110,0.73,$30K - $50K
0,Denny,Yakima,1.6500000000000001,20.2,1.3,7110,2.95,$30K - $50K
0,Other,Yakima,0.27,11.7,0.24,7110,0.51,$30K - $50K
1,Tell Tale,Yakima,1.01,11.3,0.71,7110,1.72,$30K - $50K
0,Blue Label,Yakima,1.72,15.2,1.47,7110,3.19,$30K - $50K
0,Denny,Yakima,1.29,16.8,0.67,7110,1.96,$30K - $50K
1,Carlson,Yakima,0.56,6.63,0.36,7110,0.92,$30K - $50K
0,Nationeel,Yakima,1.3900000000000001,9.63,1.4,7110,2.79,$30K - $50K
0,Golden,Yakima,1.62,12,0.73,7110,2.35,$30K - $50K
0,Golden,Yakima,1.07,19,0.71,7110,1.78,$30K - $50K
0,Other,Yakima,1.25,17.5,0.91,7110,2.16,$30K - $50K
1,Other,Yakima,0.8600000000000001,6.89,0.76,7110,1.62,$30K - $50K
1,Other,Yakima,0.8600000000000001,6.89,0.76,7110,1.62,$30K - $50K
0,Landslide,Yakima,1.4999999999999998,11.3,1.09,7110,2.59,$50K - $70K
0,Booker,Yakima,1.73,18.5,1.6,7110,3.33,$50K - $70K
0,Ebony,Yakima,1.8599999999999999,21.4,1.65,7110,3.51,$50K - $70K
0,Tri-State,Yakima,1.3900000000000001,19.6,0.82,7110,2.21,$50K - $70K
0,Nationeel,Yakima,1.55,13.4,0.8,7110,2.35,$130K - $150K
0,Other,Yakima,1.5399999999999998,21.7,1.07,7110,2.61,$130K - $150K
0,Nationeel,Yakima,0.7500000000000001,17,0.62,7110,1.37,$130K - $150K
1,Even Better,Yakima,0.53,13.1,0.31,7110,0.84,$130K - $150K
0,Fast,Yakima,0.29000000000000004,12.3,0.22,7110,0.51,$130K - $150K
0,Other,Yakima,1.18,6.14,0.75,7110,1.93,$30K - $50K
0,High Top,Yakima,0.36999999999999994,12.3,0.32,7110,0.69,$30K - $50K
0,Even Better,Yakima,0.57,14.8,0.28,7110,0.85,$30K - $50K
0,Golden,Yakima,1.01,19.9,0.8,7110,1.81,$30K - $50K
